"U01-Q1031-QuangBT2::","Nguyễn Ái Quốc chủ trì Hội nghị hợp nhất Đảng, tại Hương Cảng để thảo luận đề nghị của Nguyễn Ái Quốc gồm năm điểm lớn và định tên Đảng là:
Select one:
a. Đảng Dân chủ Việt Nam.
b. Đảng Lao động Việt Nam.
c. Đảng Cộng sản Việt Nam.
d. Đảng Cộng sản Đông Dương.
"
"U01-Q1032-QuangBT2::","Cương lĩnh chính trị đầu tiên của Đảng Cộng sản Việt Nam xác định phương hướng chiến lược của cách mạng để đi tới:
Select one:
a. Giành độc lập dân tộc.
b. Xây dựng xã hội mới.
c. Xã hội cộng sản.
d. Giành độc lập, dân chủ.
"
"U01-Q1033-QuangBT2::","Cương lĩnh chính trị đầu tiên của Đảng xác định nhiệm vụ của cách mạng Việt Nam “Về chính trị” là gì (?) để làm cho nước Việt Nam được hoàn toàn độc lập?
Select one or more:
a. Đánh đổ đế quốc chủ nghĩa Pháp.
b. Đánh đổ bọn phong kiến.
c. Giành độc lập, dân chủ.
d. Đánh đổ chủ nghĩa tư bản.
"
"U01-Q1036-QuangBT2::","Cương lĩnh chính trị đầu tiên của Đảng có xác định nhiệm vụ “về kinh tế” là chia cho dân cày nghèo những ruộng đất đã tịch thu của:
Select one:
a. Bọn đế quốc chủ nghĩa.
b. Bọn địa chủ, phong kiến.
c. Bọn địa chủ.
d. Việt gian, phản động.
"
"U01-Q1037-QuangBT2::","Cương lĩnh chính trị đầu tiên của Đảng xác định về lực lượng cách mạng, Đảng phải thu phục cho được ai (?) và phải dựa vào ai (?) để làm cách mạng?
Select one:
a. Đại bộ phận dân cày.
b. Hạng dân cày nghèo.
c. Địa chủ, phong kiến.
d. Thực dân, phong kiến.
e. Công, nông, binh.
"
"U01-Q1038-QuangBT2::","Cương lĩnh chính trị đầu tiên của Đảng xác định về lực lượng cách mạng để làm cách mạng gì (?), đánh đổ bọn nào?
Select one or more:
a. Thực dân, phong kiến.
b. Thổ địa cách mạng.
c. Đại địa chủ và phong kiến.
d. Cách mạng tư sản.
"
"U01-Q1039-QuangBT2::","Cương lĩnh chính trị đầu tiên của Đảng xác định, giai cấp vô sản là lực lượng lãnh đạo Việt Nam. Trong khi liên lạc với các giai cấp phải rất cẩn thận, không khi nào nhượng bộ một chút lợi ích của ai (?) mà đi vào con đường thỏa hiệp?
Select one:
a. Dân tộc.
b. Công nông.
c. Nông dân.
d. Đất nước.
"
"U01-Q1040-QuangBT2::","Đặc điểm nổi bật của giai cấp công nhân Việt Nam là… vừa lớn lên nó đã sớm tiếp thụ ánh sáng cách mạng của:
Select one:
a. Tôn Trung Sơn.
b. Cách mạng dân chủ tư sản.
c. Cách mạng Tháng 10 Nga.
d. Chủ nghĩa Mác – Lênin.
"
"U01-Q1042-QuangBT2::","Về mặt phương pháp, tầng lớp sĩ phu lãnh đạo phong trào giải phóng dân tộc đầu thế kỉ XX có một bộ phận chủ trương bằng biện pháp:
Select one:
a. Thương lượng.
b. Hoà giải.
c. Bạo động.
d. Hiệp thương.
"
"U01-Q1043-QuangBT2::","Về mặt phương pháp, tầng lớp sĩ phu lãnh đạo phong trào giải phóng dân tộc đầu thế kỉ XX có một bộ phận chủ trương bằng biện pháp:
Select one:
a. Cải cách.
b. Dân chủ.
c. Hiệp thương.
d. Thương lượng.
"
"U01-Q1044-QuangBT2::","Quá trình Nguyễn Ái Quốc chuẩn bị các điều kiện thành lập Đảng được thực hiện từ 1920 bằng việc Người tích cực truyền bá chủ nghĩa Mác-Lênin vào Việt Nam thông qua:
Select one or more:
a. Phương tiện thông tin.
b. Diễn thuyết.
c. Sách, báo.
d. Đào tạo cán bộ.
"
"U02-Q1002-QuangBT2::","Luận cương tháng 10-1930 xác định vấn đề thổ địa quan hệ thế nào với cách mạng tư sản dân quyền:
Select one:
a. Thực hiện trước.
b. Thực hiện sau.
c. Là cái cốt.
d. Rất quan trọng.
"
"U02-Q1003-QuangBT2::","Luận cương tháng 10-1930 cho rằng tiểu tư sản trí thức thì có xu hướng quốc gia chủ nghĩa và hăng hái tham gia chống đế quốc:
Select one:
a. Triệt để.
b. Không ngừng.
c. Đến cùng.
d. Trong thời kỳ đầu.
"
"U02-Q1004-QuangBT2::","Luận cương tháng 10-1930  cho là sự lãnh đạo của Đảng Cộng sản là điều kiện thế nào (?) cho thắng lợi của cách mạng?
Select one:
a. Cốt yếu.
b. Cần thiết.
c. Quan trọng.
d. Rất quan trọng.
"
"U02-Q1005-QuangBT2::","So với nhiệm vụ chống phong kiến, Luận cương tháng 10-1930 đã đặt nhiệm vụ chống đế quốc:
Select one:
a. Thấp hơn.
b. Cao hơn.
c. Không lên hàng đầu.
d. Là trọng tâm.
"
"U02-Q1006-QuangBT2::","Phong trào cách mạng 1930-1931 thất bại nhưng thành quả lớn nhất của mà quân thù không thể xoá bỏ được là đem lại cho quần chúng, trước hết là công- nông lòng tự tin ở sức lực của cách mạng, của ai (?) dưới sự lãnh đạo của Đảng?
Select one:
a. Giai cấp công nhân.
b. Người lao động.
c. Bản thân mình.
d. Giai cấp nông dân.
"
"U02-Q1007-QuangBT2::","Thành công của Đại hội đại biểu Đảng lần thứ nhất ở Ma Cao (Trung Quốc) tháng 3-1935 khẳng định trong thực tế phong trào cách mạng và hệ thống tổ chức Đảng đã được:
Select one:
a. Củng cố tốt.
b. Phát triển mạnh.
c. Phát triển.
d. Khôi phục.
"
"U02-Q1008-QuangBT2::","Đại hội VII Quốc tế Cộng sản họp tại Mátxcơva (7- 1935) xác định kẻ thù nguy hiểm trước mắt của nhân dân thế giới là:
Select one:
a. Chủ nghĩa đế quốc.
b. Chủ nghĩa phát xít.
c. Tư bản độc quyền.
d. Chủ nghĩa tư bản nhà nước.
"
"U02-Q1009-QuangBT2::","Đại hội VII Quốc tế Cộng sản họp tại Mátxcơva (7- 1935) xác định, đối với các nước thuộc địa và nửa thuộc địa thì vấn đề lập mặt trận gì (?) có tầm quan trọng đặc biệt?
Select one:
a. Thống nhất chống đế quốc.
b. Cứu quốc.
c. Việt Minh chống đế quốc.
"
"U02-Q1012-QuangBT2::","Từ khi Chiến tranh thế giới lần thứ hai bùng nổ, Ban Chấp hành Trung ương Đảng đã so sánh nhiệm vụ giải phóng dân tộc với nhiệm vụ chống phong kiến, đã quyết định đưa nhiệm vụ giải phóng dân tộc:
Select one:
a. Lên ngang hàng.
b. Xuống thứ yếu.
c. Lên hàng đầu.
d. Là cơ bản.
"
"U02-Q1013-QuangBT2::","Khi Chiến tranh thế giới lần thứ hai bùng nổ, Ban Chấp hành Trung ương Đảng đã thay khẩu hiệu cũ bằng chia cho dân cày nghèo ruộng đất tịch thu của:
Select one:
a. Đế quốc và Việt gian.
b. Thực dân, phong kiến.
c. Địa chủ và đế quốc.
d. Đế quốc và phong kiến.
"
"U02-Q1014-QuangBT2::","Phương hướng chiến lược của cách mạng Đông Dương được Luận cương chỉ rõ sẽ tiếp tục “phát triển, bỏ qua thời kỳ tư bổn mà tranh đấu thẳng lên con đường xã hội chủ nghĩa” sau khi cách mạng nào thắng lợi?
Select one:
a. Dân chủ tư sản.
b. Tư sản dân quyền.
c. Tư sản.
d. Tư sản dân tộc.
"
"U02-Q1015-QuangBT2::","Luận cương tháng 10-1930 nêu lên, đánh đổ phong kiến, thực hành cách mạng ruộng đất triệt để và đánh đổ đế quốc chủ nghĩa Pháp, giành lấy độc lập hoàn toàn cho:
Select one:
a. Việt Nam.
b. Đông Dương.
c. Nhân dân lao động.
d. Nhân dân.
"
"U02-Q1016-QuangBT2::","Luận cương tháng 10-1930 xác định giai cấp nào là động lực chính của cách mạng:
Select one:
a. Vô sản.
b. Nông dân.
c. Công, nông.
d. Công, nông ,trí thức.
"
"U02-Q1017-QuangBT2::","Luận cương tháng 10-1930 xác định về phương pháp cách mạng để đạt được mục tiêu cơ bản của cuộc cách mạng thì phải ra sức chuẩn bị cho quần chúng về con đường:
Select one:
a. Bạo động chính trị.
b. Bạo lực chính trị.
c. Võ trang bạo động.
d. Đấu tranh quân sự.
"
"U02-Q1018-QuangBT2::","Thành quả lớn nhất của phong trào cách mạng 1930 - 1931 mà quân thù không thể xoá bỏ được là đem lại cho nông dân cái gì (?) vào sự lãnh đạo của Đảng, vào cách mạng?
Select one:
a. Hoang mang, giao động.
b. Niềm tin vững chắc.
c. Mất niềm tin.
d. Giảm xút niềm tin.
"
"U02-Q1019-QuangBT2::","Đại hội đại biểu Đảng lần thứ nhất ở Ma Cao tháng 3-1935 đã đề ra ba nhiệm vụ trước mắt trong đó có nhiệm vụ:
Select one:
a. Đánh đổ đế quốc phong kiến.
b. Củng cố và phát triển Đảng.
c. Đánh đổ đế quốc.
d. Giải phóng dân tộc.
"
"U02-Q1020-QuangBT2::","Đại hội VII Quốc tế Cộng sản họp tại Mátxcơva (7- 1935) xác định, đối với các nước thuộc địa và nửa thuộc địa, đề chống đế quốc thì vấn đề tầm quan trọng đặc biệt là:
Select one:
a. Giải phóng dân tộc.
b. Lập Mặt trận thống nhất.
c. Vấn đề ruộng đất.
d. Đoàn kết đấu tranh.
"
"U02-Q1021-QuangBT2::","Trong những năm 1936 – 1939 Đảng ta xác định kẻ thù trước mắt và nguy hại nhất của nhân dân Đông Dương là bè lũ tay sai của chúng và bọn:
Select one:
a. Phát xít.
b. Đế quốc Pháp.
c. Thực dân Pháp.
d. Phản động thuộc địa.
"
"U02-Q1022-QuangBT2::","Trong những năm 1936 – 1939 Ban chấp hành Trung ương quyết định lập Mặt trận:
Select one:
a. Việt Minh.
b. Dân chủ Việt Nam.
c. Nhân dân phản đế.
d. Dân chủ nhân dân.
"
"U02-Q1023-QuangBT2::","Trong những năm 1936 – 1939 Ban chấp hành Trung ương xác định phải dùng các hình thức tổ chức và đấu tranh:
Select one:
a. Công khai, nửa công khai.
b. Bí mật.
c. Công khai.
d. Quân sự.
"
"U02-Q1024-QuangBT2::","Ở Việt Nam và Đông Dương, thực dân Pháp đã cấm tuyên truyền cộng sản, đặt Đảng Cộng sản Đông Dương ra ngoài vòng pháp luật từ khi nào?
Select one:
a. 1936
b. 1945.
c. 1939.
d. 1940.
"
"U02-Q1025-QuangBT2::","Từ khi đại chiến thế giới lần thứ 2 nổ ra, Ban Chấp hành Trung ương đã quyết định chuyển hướng chỉ đạo chiến lược, nêu khẩu hiệu chia cho dân cày nghèo ruộng đất tịch thu của ai ?
Select one:
a. Đế quốc và Việt gian.
b. Đại địa chủ.
c. Địa chủ phong kiến.
d. Đế quốc thực dân.
"
"U02-Q1026-QuangBT2::","Từ khi đại chiến thế giới lần thứ 2 nổ ra, để đoàn kết, tập hợp lực lượng cách mạng nhằm mục tiêu giải phóng dân tộc, Ban Chấp hành Trung ương đã quyết định thành lập Mặt trận:
Select one:
a. Dân chủ Việt Nam.
b. Việt Minh.
c. Phản đế.
d. Dân chủ Đông Dương.
"
"U02-Q1029-QuangBT2::","Chỉ thị Nhật Pháp bắn nhau và hành động của chúng ta đã dự kiến những điều kiện thuận lợi để thực hiện tổng khởi nghĩa, mà một trong số đó là, khi quân Đồng minh kéo vào:
Select one:
a. Thay thế Nhật.
b. Lật đổ Nhật, Pháp.
c. Đông Dương đánh Nhật.
d. Tước khí giới của Nhật.
"
"U02-Q1030-QuangBT2::","Hội nghị quân sự cách mạng Bắc Kỳ được triệu tập (15-4-1945) đã thống nhất các lực lượng vũ trang thành:
Select one:
a. Việt Nam giải phóng quân.
b. Quân đội nhân dân.
c. Việt Nam tuyên truyền giải phóng quân.
d. Quân chủ lực.
"
"U02-Q1031-QuangBT2::","Từ ngày 14 đến 31-10-1930, Ban Chấp hành Trung ương Đảng ta đã họp Hội nghị lần thứ mấy? ở đâu?
Select one or more:
a. Hương Cảng.
b. Pác Bó, Cao Bằng.
c. Lần thứ nhất.
d. Lần thứ 2.
"
"U02-Q1032-QuangBT2::","Trong Hội nghị lần thứ nhất (10-1930), Ban Chấp hành Trung ương Đảng ta đã phân tích đặc điểm, tình hình xã hội và nêu lên những vấn đề cơ bản của cách mạng gì? Ở đâu?
Select one or more:
a. Cách mạng tư sản dân quyền.
b. Đông Dương.
c. Cách mạng phản đế.
d. Cách mạng phản phong.
e. Việt Nam.
"
"U02-Q1034-QuangBT2::","Trong Hội nghị lần thứ nhất (10-1930), Ban Chấp hành Trung ương Đảng ta đã đề ra hai nhiệm vụ, trong đó có nhiệm vụ:
Select one or more:
a. Xây dựng  nền kinh tế vững mạnh.
b. Xây dựng nền quốc phòng công, nông, binh.
c. Đánh đổ đế quốc chủ nghĩa Pháp.
d. Làm cho Đông Dương hoàn toàn độc lập.
"
"U02-Q1035-QuangBT2::","Trong Hội nghị lần thứ nhất (10-1930), Ban Chấp hành Trung ương Đảng ta đã phân tích về lực lượng cách mạng, trong đó đánh giá nông dân thế nào?
Select one or more:
a. Động lực mạnh của cách mạng.
b. Lực lượng đông đảo nhất.
c. Cách mạng nhất.
d. Kiên quyết, triệt để cách mạng.
"
"U02-Q1037-QuangBT2::","Vừa mới ra đời, Đảng trở thành đội tiên phong lãnh đạo cách mạng, phát động được một phong trào cách mạng rộng lớn, mà đỉnh cao là ?
Select one:
a. Đình công Chợ Lớn.
b. Xô viết Nghệ Tĩnh.
c. Xô viết Nghệ An.
d. Chống pháp ở Ngệ An.
"
"U02-Q1038-QuangBT2::","Đại hội VII Quốc tế Cộng sản họp tại Mátxcơva (7- 1935) xác định, nhiệm vụ trước mắt của giai cấp công nhân và nhân dân lao động thế giới là gì?
Select one or more:
a. Giành chính quyền, bảo vệ độc lập chủ quyền.
b. Chống chủ nghĩa phátxít.
c. Bảo vệ dân chủ và hoà bình.
d. Đấu tranh lật đổ chủ nghĩa tư bản.
e. Giải phóng đất nước.
"
"U02-Q1039-QuangBT2::","Đại hội VII Quốc tế Cộng sản họp tại Mátxcơva (7- 1935) xác định, đối với các nước thuộc địa và nửa thuộc địa thì vấn đề gì có tầm quan trọng đặc biệt?
Select one:
a. Đoàn kết giai cấp vô sản.
b. Chống chủ nghĩa đế quốc.
c. Đoàn kết toàn dân.
d. Lập mặt trận thống nhất chống đế quốc.
"
"U02-Q1040-QuangBT2::","Vào những năm 1929-1933, bọn cầm quyền, phản động ở Đông Dương vẫn ra sức bóc lột, bóp nghẹt mọi mọi quyền tự do, dân chủ làm cho các giai cấp và tầng lớp tuy có quyền lợi khác nhau, đều có nguyện vọng chung trước mắt là gì?
Select one or more:
a. Đánh đuổi phản động thực dân Pháp.
b. Đấu tranh đòi dân chủ, cơm áo và hoà bình.
c. Đấu tranh đòi quyền sống, quyền tự do.
d. Lật đổ ách thống trị cuat thực dân Pháp.
"
"U02-Q1041-QuangBT2::","Đại hội VII Quốc tế Cộng sản họp tại Mátxcơva (7- 1935) xác định, đối với các nước thuộc địa và nửa thuộc địa thì vấn đề lập mặt trận gì (?) có tầm quan trọng đặc biệt?
Select one:
a. Dân chủ.
b. Việt Minh chống đế quốc.
c. Cứu quốc.
d. Thống nhất chống đế quốc.
"
"U02-Q1043-QuangBT2::","Nghị quyết tách Đảng Cộng sản Đông Dương thành ba đảng cách mạng để lãnh đạo cuộc kháng chiến của ba dân tộc là vào lúc nào?
Select one:
a. Tháng 12-1951.
b. Đại hội II của Đảng.
c. Tháng11-1953.
d. 19-12-1946.
"
"U02-Q1045-QuangBT2::","Cách mạng Việt Nam trong giai đoạn hiện tại có hai nhiệm vụ chiến lược, trong đó có nhiệm vụ “Thực hiện thống nhất nước nhà, hoàn thành độc lập và dân chủ trong cả nước” được Đảng ta đề ra khi nào?
Select one:
a. Hội nghị thứ 14.
b. Tháng 10-1960.
c. Đại hội III.
d. Hội nghị thứ 13.
"
"U03-Q1001-QuangBT2::","Ngày 25-11-1945, Trung ương Đảng ra Chỉ thị về kháng chiến kiến quốc với chủ trương là “Dân tộc trên hết, Tổ quốc trên hết...":
Select one:
a. Giành độc lập.
b. Đánh Pháp, đuổi Nhật.
c. Chống bọn phản động.
d. Giữ vững độc lập.
"
"U03-Q1002-QuangBT2::","Để tập hợp lực lượng, chủ trương “kháng chiến kiến quốc” ngày 25-11-1945 của Trung ương Đảng là lập Mặt trận:
Select one:
a. Dân chủ.
b. Phản đế.
c. Dân tộc thống nhất.
d. Dân chủ Đông Dương.
"
"U03-Q1003-QuangBT2::","Ngày 25-11-1945, Trung ương Đảng ra Chỉ thị về kháng chiến kiến quốc, Đảng ta nêu bốn nhiệm vụ chủ yếu và cấp bách trong đó có nhiệm vụ:
Select one:
a. Cải thiện đời sống nhân dân.
b. Xây dựng nền quốc phòng toàn dân.
c. Phát triển kinh tế đi đôi củng cố quốc phòng.
d. Chống Pháp, Nhật, bảo vệ độc lập.
"
"U03-Q1004-QuangBT2::","Ngày 25-11-1945, Trung ương Đảng ra Chỉ thị về kháng chiến kiến quốc, Đảng ta nêu bốn nhiệm vụ chủ yếu và cấp bách trong đó có nhiệm vụ:
Select one:
a. Xây dựng nền công nghiệp cho đất nước.
b. Chống thực dân Anh, Pháp.
c. Chống Pháp, Nhật, bảo vệ hoà bình.
d. Củng cố chính quyền.
"
"U03-Q1005-QuangBT2::","Ngày 25-11-1945, Trung ương Đảng có Chỉ thị về kháng chiến kiến quốc, có xác định bốn nhiệm vụ chủ yếu và cấp bách trong đó có nhiệm vụ:
Select one:
a. Chống thực dân Pháp xâm lược.
b. Xây dựng nền an ninh nhân dân.
c. Chống Pháp, Nhật, bảo vệ độc lập.
d. Phát triển kinh tế, giữ vững hoà bình.
"
"U03-Q1006-QuangBT2::","Ngày 25-11-1945, Trung ương Đảng ra Chỉ thị về kháng chiến kiến quốc, Đảng ta nêu hai nhiệm vụ chiến lược mới của cách mạng Việt Nam sau Cách mạng Tháng Tám là:
Select one:
a. Phát triển kinh tế, giữ vững độc lập.
b. Đánh Pháp Nhật, bảo vệ độc lập.
c. Xây dựng CNXH, bảo vệ tổ quốc.
d. Xây dựng và bảo vệ đất nước.
"
"U03-Q1007-QuangBT2::","Đường lối kháng chiến chống Pháp của Đảng ta (1946-1954) xác định mục đích là kế tục và phát triển sự nghiệp Cách mạng Tháng Tám, đánh phản động thực dân Pháp xâm lược:
Select one:
a. Giành thống nhất và độc lập.
b. Giành độc lập, tự do.
c. Giải phóng đất nước.
d. Bảo vệ độc lập chủ quyền.
"
"U03-Q1008-QuangBT2::","Đảng ta chủ trương thực hiện: mỗi người dân là một chiến sĩ, mỗi làng xóm là một pháo đài trong giai đoạn kháng chiến nào?
Select one:
a. Kiến quốc.
b. Chống Pháp, Mỹ.
c. Chống Mỹ.
d. Chống Pháp.
"
"U03-Q1009-QuangBT2::","Chính sách kháng chiến chống Pháp (1946-1954) Đảng ta chủ trương, liên hiệp với dân tộc Pháp:
Select one:
a. Chống phản động thực dân Pháp.
b. Giữ dìn hoà bình.
c. Chống can thiệp Mỹ.
d. Chống Pháp, Mỹ.
"
"U03-Q1010-QuangBT2::","Đảng ta chủ trương thực hiện kháng chiến về kinh tế là tiêu thổ kháng chiến, xây dựng kinh tế tự cấp là vào giai đoạn kháng chiến nào?
Select one:
a. Kiến quốc.
b. Chống Pháp, Mỹ.
c. Chống Mỹ.
d. Chống Pháp.
"
"U03-Q1011-QuangBT2::","Phương châm tiến hành kháng chiến trong đường lối kháng chiến chống Pháp của Đảng ta là, tiến hành cuộc chiến tranh nhân dân, thực hiện kháng chiến toàn dân, toàn diện, lâu dài:
Select one:
a. Dựa vào sức mình là chính.
b. Trường kỳ kháng chiến.
c. Tranh thủ sự ủng hộ của các nước.
d. Quyết chiến thắng.
"
"U03-Q1013-QuangBT2::","Nghị quyết tách Đảng Cộng sản Đông Dương thành ba đảng cách mạng để lãnh đạo cuộc kháng chiến của ba dân tộc là vào thời gian nào?
Select one:
a. Tháng 9-1951.
b. Đại hội 2 của Đảng.
c. Tháng11-1953.
d. 19-12-1946.
"
"U03-Q1014-QuangBT2::","Hai nhiệm vụ chiến lược của cách mạng Việt Nam là, cách mạng xã hội chủ nghĩa ở miền Bắc và cách mạng dân tộc dân chủ nhân dân ở miền Nam được Trung ương Đảng ta xác định khi nào?
Select one:
a. Hội nghị thứ 14.
b. Hội nghị thứ 13.
c. Ngày 10-9-1960.
d. Hội nghị thứ 15.
"
"U03-Q1015-QuangBT2::","“Thực hiện thống nhất nước nhà, hoàn thành độc lập và dân chủ trong cả nước” được Đảng ta đề ra khi nào?
Select one:
a. Hội nghị thứ 14.
b. Tháng 10-1959.
c. Đại hội III.
d. Hội nghị thứ 13.
"
